Date,Close,High,Low,Open,Volume,Daily Return,Mkt-RF,SMB,HML,RF
2021-11-11,122.98999786376952,125.0,108.01000213623048,114.625,83668200,0.1996593306045345,2.4e-05,5.4000000000000005e-05,3.3e-05,0.0
2021-11-12,129.9499969482422,135.1999969482422,125.25,128.64500427246094,50636800,0.0550467037182271,7.400000000000001e-05,-3.2e-05,-9.1e-05,0.0
2021-11-15,149.36000061035156,152.52999877929688,127.51000213623048,130.8000030517578,64982300,0.1392097657165065,-2e-06,-5.3e-05,6.9e-05,0.0
2021-11-16,172.00999450683594,179.47000122070312,153.77999877929688,163.8000030517578,94036600,0.1411930794032421,5e-05,4e-06,-7.099999999999999e-05,0.0
2021-11-17,146.07000732421875,163.0,140.35000610351562,160.8800048828125,71765600,-0.163466573718596,-4.699999999999999e-05,-5.6000000000000006e-05,-2.5e-05,0.0
2021-11-18,123.37999725341795,138.77999877929688,120.1500015258789,136.80999755859375,63603600,-0.1688170074842277,5.999999999999999e-06,-5.8e-05,-7.000000000000001e-06,0.0
2021-11-19,128.60000610351562,139.89999389648438,125.5999984741211,129.97999572753906,49479400,0.0414378577444276,-2e-05,-1.7e-05,-0.000128,0.0
2021-11-22,118.11000061035156,124.93000030517578,106.91000366210938,123.87999725341795,40993900,-0.0850904604733497,-6.099999999999999e-05,-5.500000000000001e-05,0.000277,0.0
2021-11-23,119.8499984741211,124.0,113.0,117.83000183105467,24967900,0.0146245493574118,-3e-06,-5.2e-05,0.000174,0.0
2021-11-24,114.8499984741211,120.0,113.4499969482422,119.37999725341795,11539200,-0.0426140322995556,3e-05,2e-06,-8.6e-05,0.0
2021-11-26,112.12999725341795,114.5,106.13999938964844,111.0,9871200,-0.0239680278710991,-0.000223,-0.0001219999999999,-9.399999999999998e-05,0.0
2021-11-29,119.7699966430664,122.25,113.5999984741211,115.8499984741211,13923900,0.0659143209530812,0.000111,-0.000104,-7.6e-05,0.0
2021-11-30,119.76000213623048,121.48999786376952,114.0999984741211,119.9000015258789,20204900,-8.3450982279201e-05,-0.000195,5.3e-05,-0.0001139999999999,0.0
2021-12-01,115.69000244140624,126.75,113.0999984741211,120.54000091552734,13289700,-0.0345755368051696,-0.000161,-7.8e-05,0.000108,0.0
2021-12-02,110.7699966430664,118.4499969482422,107.75,114.16999816894533,10835500,-0.0434582719203979,0.000151,7.099999999999999e-05,0.000127,0.0
2021-12-03,104.66999816894533,111.87000274658205,100.0,110.48999786376952,13819200,-0.0566434228502046,-0.000121,-0.000113,0.000107,0.0
2021-12-06,116.77999877929688,117.4800033569336,100.31999969482422,106.36000061035156,19725400,0.1094792860291799,0.0001189999999999,7.7e-05,6.099999999999999e-05,0.0
2021-12-07,116.18000030517578,120.20999908447266,112.4000015258789,119.5199966430664,12173300,-0.00515109721124,0.000222,2e-05,-0.00018,0.0
2021-12-08,122.12000274658205,123.4000015258789,112.81999969482422,116.22000122070312,12816000,0.049863475166386,4.699999999999999e-05,6.500000000000001e-05,-8.199999999999999e-05,0.0
2021-12-09,115.4000015258789,121.31999969482422,114.4000015258789,119.9499969482422,8474800,-0.0565998230610022,-0.000107,-0.000136,0.000154,0.0
2021-12-10,114.66000366210938,118.01000213623048,110.8010025024414,115.70999908447266,8387500,-0.0064331078774265,7e-05,-8.3e-05,5.2e-05,0.0
2021-12-13,118.9000015258789,121.63999938964844,113.9499969482422,118.13999938964844,14737500,0.0363115571109386,-0.000104,-3.1e-05,-9.8e-05,0.0
2021-12-14,117.13999938964844,117.9000015258789,112.70999908447266,114.7699966430664,8057700,-0.0149130210788412,-7.6e-05,-6.7e-05,0.0001629999999999,0.0
2021-12-15,115.0,116.73899841308594,109.20999908447266,115.47000122070312,10828600,-0.0184376670879408,0.000162,3.9e-05,-0.0001909999999999,0.0
2021-12-16,108.87000274658205,117.0,107.05999755859376,116.76000213623048,13627600,-0.0547775932420729,-0.00012,-0.000159,0.000277,0.0
2021-12-17,97.6999969482422,100.5999984741211,92.62000274658205,99.91999816894533,44475000,-0.1082530073084468,-6.500000000000001e-05,0.000189,-0.000233,0.0
2021-12-20,89.9800033569336,96.4000015258789,88.4000015258789,94.8000030517578,16072700,-0.082314067092152,-0.000127,-1.7e-05,-4e-05,0.0
2021-12-21,96.81999969482422,98.41999816894533,92.0500030517578,92.19000244140624,12915100,0.0732661206389789,0.000206,8.100000000000002e-05,2e-05,0.0
2021-12-22,96.33999633789062,98.9000015258789,93.39199829101562,96.38800048828124,8644100,-0.0049700181698287,9.7e-05,2.5e-05,-3.6e-05,0.0
2021-12-23,96.83999633789062,97.8219985961914,93.81400299072266,96.35099792480467,5670100,0.0051765310640467,7.099999999999999e-05,3.5e-05,-4.8e-05,0.0
2021-12-27,107.08999633789062,107.48999786376952,96.8000030517578,96.9000015258789,15497000,0.1006094739624501,0.0001219999999999,-1.2e-05,3.1e-05,0.0
2021-12-28,102.87000274658205,106.0,101.0,105.04000091552734,8821300,-0.0402034863737435,-2.7e-05,-5.9e-05,8e-05,0.0
2021-12-29,99.33999633789062,102.58000183105467,96.62000274658205,101.19000244140624,8754900,-0.0349178090276767,5.999999999999999e-06,-7.000000000000001e-06,1.7e-05,0.0
2021-12-30,103.41999816894533,105.29000091552734,98.66000366210938,98.85199737548828,10874700,0.0402500764482356,-1.5e-05,1.1e-05,-4.1e-05,0.0
2021-12-31,103.69000244140624,106.12000274658205,102.27999877929688,102.44000244140624,5814900,0.0026073528523888,-3.1e-05,5e-06,5.3e-05,0.0
2022-01-03,102.72000122070312,106.5500030517578,100.25,106.13999938964844,8346800,-0.0093988502899864,7.3e-05,3.3e-05,8e-05,0.0
2022-01-04,101.38999938964844,106.8000030517578,99.01399993896484,102.98999786376952,12152200,-0.0130323908807945,-2.9e-05,-8.3e-05,0.000364,0.0
2022-01-05,90.01000213623047,99.21499633789062,89.27999877929688,98.31999969482422,18645100,-0.1190536619423979,-0.0002279999999999,-0.000145,0.000259,0.0
2022-01-06,87.33000183105469,92.02999877929688,75.12999725341797,91.87999725341795,39827100,-0.030226731609534,0.0,2e-05,0.000175,0.0
2022-01-07,86.27999877929688,89.2699966430664,81.62100219726562,87.0199966430664,17515900,-0.0120962600199197,-4.8e-05,-0.000132,0.000202,0.0
2022-01-10,81.44000244140625,83.75,77.6500015258789,83.5199966430664,17289800,-0.0577312245926101,-1.5e-05,-2.3e-05,-2.8000000000000003e-05,0.0
2022-01-11,83.55000305175781,86.58000183105469,78.12000274658203,78.94000244140625,19970600,0.0255787087873411,0.00011,-8e-06,-2.8000000000000003e-05,0.0
2022-01-12,86.4800033569336,88.06999969482422,82.62999725341797,84.9000015258789,14422800,0.0344679205808802,1.2e-05,-8.9e-05,5.1000000000000006e-05,0.0
2022-01-13,80.30999755859375,86.94000244140625,79.88999938964844,86.94000244140625,13677500,-0.0740190963478166,-0.000157,3.1e-05,0.00024,0.0
2022-01-14,79.94999694824219,81.69000244140625,77.01000213623047,79.56999969482422,15838000,-0.0044927146914583,8e-06,1.7e-05,5.500000000000001e-05,0.0
2022-01-18,73.16000366210938,77.83999633789062,72.8550033569336,77.5250015258789,16803700,-0.0887525275302997,-0.000208,-0.000103,0.000136,0.0
2022-01-19,69.4000015258789,76.31999969482422,68.94999694824219,74.81999969482422,15068400,-0.052761984079347,-0.000101,-3.3e-05,-6.7e-05,0.0
2022-01-20,65.0199966430664,72.08000183105469,64.80999755859375,70.85800170898438,18642700,-0.0651920262529747,-0.0001139999999999,-8.6e-05,-2.3e-05,0.0
2022-01-21,64.51000213623047,67.16000366210938,60.5099983215332,63.8650016784668,19344700,-0.0078745795876437,-0.00021,2.8000000000000003e-05,4.8e-05,0.0
2022-01-24,63.900001525878906,64.30000305175781,55.09999847412109,60.11000061035156,24115900,-0.0095008983962099,5.3e-05,0.000181,-2.4e-05,0.0
2022-01-25,59.61000061035156,61.93000030517578,58.0,61.10499954223633,16557200,-0.0694960297917427,-0.000143,-6.2e-05,0.000279,0.0
2022-01-26,60.27000045776367,68.06999969482422,59.0099983215332,62.34999847412109,23694100,0.0110111196192535,-3e-05,-0.000108,9e-06,0.0
2022-01-27,53.93999862670898,61.70000076293945,53.33100128173828,61.33000183105469,23416400,-0.1109621828381887,-7.900000000000001e-05,-0.0001639999999999,7.8e-05,0.0
2022-01-28,57.119998931884766,57.29999923706055,50.0,53.59999847412109,23965100,0.0572820070798522,0.000245,-1.3e-05,-0.000208,0.0
2022-01-31,65.73999786376953,65.93000030517578,57.91999816894531,58.650001525878906,18684900,0.1405532364091009,0.0002339999999999,0.00013,-0.0002839999999999,0.0
2022-02-01,69.62000274658203,71.45999908447266,62.34999847412109,67.27999877929688,24476500,0.0573443860934078,8.7e-05,5e-06,6.6e-05,0.0
2022-02-02,64.31999969482422,69.9000015258789,63.54999923706055,69.38999938964844,15610300,-0.0791813017082784,4.8e-05,-0.000175,7.2e-05,0.0
2022-02-03,60.36000061035156,63.91899871826172,59.0,60.82699966430664,19776300,-0.0635439761145595,-0.000249,-4e-06,0.000217,0.0
2022-02-04,60.869998931884766,62.77999877929688,59.11000061035156,62.06499862670898,14588500,0.0084137809468478,8.9e-05,-2e-06,-6e-05,0.0
2022-02-07,58.36000061035156,63.83000183105469,57.52000045776367,60.875,14782000,-0.0421096908453773,-2.5e-05,5.3e-05,2.3e-05,0.0
2022-02-08,60.95000076293945,61.540000915527344,56.43999862670898,58.08000183105469,12079200,0.0434231343317713,0.000102,6.8e-05,-2.7e-05,0.0
2022-02-09,64.52999877929688,65.12000274658203,60.75,61.86000061035156,13343700,0.0570763445861719,0.000161,2.2000000000000003e-05,-0.000195,0.0
2022-02-10,64.72000122070312,68.9800033569336,60.65999984741211,61.45500183105469,17665400,0.0029400785806158,-0.000169,-1.5e-05,0.000123,0.0
2022-02-11,58.84999847412109,66.4000015258789,57.70000076293945,64.5,15293400,-0.0950784838335211,-0.0001919999999999,6e-05,0.000212,0.0
2022-02-14,62.650001525878906,66.4000015258789,59.900001525878906,60.36000061035156,26874500,0.0625718979196744,-3.5e-05,2.2000000000000003e-05,-5.9e-05,0.0
2022-02-15,66.29000091552734,67.18000030517578,63.880001068115234,65.80000305175781,16267400,0.056475364366556,0.000187,0.000132,-0.0001409999999999,0.0
2022-02-16,66.25,66.43000030517578,63.34000015258789,65.37000274658203,12768300,-0.0006036051979104,-2e-06,-9e-06,3.2e-05,0.0
2022-02-17,64.73999786376953,71.5,64.12999725341797,64.68499755859375,22387700,-0.0230562493653062,-0.0002279999999999,-2.6e-05,0.000108,0.0
2022-02-18,66.37000274658203,66.9000015258789,63.0099983215332,65.77300262451172,14965900,0.0248659730396917,-8.7e-05,-9e-06,9.399999999999998e-05,0.0
2022-02-22,62.38999938964844,69.0999984741211,59.7599983215332,65.25,22737000,-0.0618401922008649,-0.000118,-4.8e-05,9e-06,0.0
2022-02-23,57.52999877929688,63.5,57.04999923706055,63.42699813842773,22637000,-0.0810984666831993,-0.000196,-2e-05,0.000126,0.0
2022-02-24,63.709999084472656,64.43000030517578,53.5,54.2400016784668,24082200,0.102034992101514,0.000189,0.000152,-0.0003859999999999,0.0
2022-02-25,63.43000030517578,63.9900016784668,60.810001373291016,63.34999847412109,13455200,-0.0044045813011395,0.000223,-4.3e-05,0.000123,0.0
2022-02-28,67.55999755859375,68.1500015258789,62.400001525878906,63.4900016784668,19270200,0.0630791153457116,5e-06,6.2e-05,-4.8e-05,0.0
2022-03-01,61.90999984741211,66.54000091552734,60.79999923706055,65.43000030517578,17204100,-0.0873343407362708,-0.000156,-1e-05,-8.199999999999999e-05,0.0
2022-03-02,53.560001373291016,59.13999938964844,53.29999923706055,59.1349983215332,36559800,-0.144879168603261,0.000181,4.3e-05,0.000132,0.0
2022-03-03,50.90999984741211,56.0,50.02000045776367,54.36000061035156,28535500,-0.0507431815461709,-8.800000000000001e-05,-5.6000000000000006e-05,0.000151,0.0
2022-03-04,47.38999938964844,51.40999984741211,46.65999984741211,51.0099983215332,24392200,-0.0716481418168716,-0.00011,-6.7e-05,6.9e-05,0.0
2022-03-07,42.43000030517578,49.43999862670898,42.27999877929688,48.0,22985200,-0.1105555566934779,-0.000312,5.7e-05,9e-05,0.0
2022-03-08,42.209999084472656,45.060001373291016,39.86000061035156,41.88999938964844,25165000,-0.0051985283021003,-5.2e-05,0.0001,3.5e-05,0.0
2022-03-09,43.95000076293945,46.25,42.68999862670898,43.38999938964844,15784700,0.040395503385859,0.000279,3.3e-05,-0.0002109999999999,0.0
2022-03-10,41.15999984741211,44.18999862670898,39.77000045776367,44.10499954223633,31481100,-0.0655857342317852,-4.699999999999999e-05,1e-05,0.0001169999999999,0.0
2022-03-11,38.04999923706055,41.0,37.5,38.31999969482422,42597900,-0.0785658430019365,-0.000149,-4.4000000000000006e-05,0.000178,0.0
