Date,Close,High,Low,Open,Volume,Daily Return,Mkt-RF,SMB,HML,RF
2018-01-03,37.995582580566406,38.79310431672374,36.64399688740861,38.17187915134584,116479000,-0.0345275240591096,5.9e-05,-3.9e-05,-1.8e-05,6e-07
2018-01-04,37.29881286621094,37.48350303737864,35.83808820840657,36.534871525140304,89209100,-0.0185084055890927,4.2e-05,-2.6e-05,2.4e-05,6e-07
2018-01-05,37.55904769897461,37.90324088734759,36.85387102006136,37.29880281901546,41824000,0.0069528003910812,6.6e-05,-3.6e-05,-2.6e-05,6e-07
2018-01-08,37.55904769897461,37.64299600738843,36.904238724140576,37.16448360409973,33733800,0.0,1.9e-05,-1.5e-05,4e-06,6e-07
2018-01-09,36.61881637573242,37.64300256952073,36.50968419625448,37.525473636284026,44282300,-0.0253520829659078,1.5e-05,-3.4e-05,-3e-06,6e-07
2018-01-10,35.67856979370117,36.60201384856927,35.62819889523808,36.37535281154081,45735000,-0.0260119942741671,-7.000000000000001e-06,7.000000000000001e-06,5.7e-05,6e-07
2018-01-11,36.44252014160156,36.58523612259174,35.6366047742948,35.93042708453486,35371500,0.0211860060101036,8.7e-05,0.000115,3.1e-05,6e-07
2018-01-12,36.29979705810547,36.602012833234056,36.106710220564246,36.47609039420267,29973600,-0.0039240780918854,6.6e-05,-3.1e-05,1.6e-05,6e-07
2018-01-16,36.215858459472656,36.76153216352283,36.00598445059539,36.560051705934434,38367200,-0.0023150486752806,-4.9e-05,-0.000102,1e-06,6e-07
2018-01-17,37.26522445678711,37.31559536631964,36.526467129091046,36.56004773544607,32368600,0.0285634696815066,9.5e-05,-3e-06,-1e-05,6e-07
2018-01-18,37.340782165527344,37.55905292163054,37.080537249380654,37.27362414994238,26826500,0.0020255134403671,-1.8e-05,-5e-05,-2.5e-05,6e-07
2018-01-19,37.62620544433594,37.684969900302704,37.14769304436505,37.45830562624976,25780200,0.007614675927517,5.7e-05,9.399999999999998e-05,-4e-06,6e-07
2018-01-22,38.40693664550781,38.440517249407726,37.601021366445806,37.60941491620946,27706800,0.0205373241465255,7.7e-05,-3.4e-05,-1.6e-05,6e-07
2018-01-23,38.66717529296875,38.69235914062534,38.30619186525432,38.45730135603813,22135100,0.0067529713902291,2.2000000000000003e-05,1.4e-05,-3.6e-05,6e-07
2018-01-24,38.20546340942383,38.725953260487486,37.74374122744815,38.53286955538577,32464200,-0.0120125299051625,-1.3e-05,-8.4e-05,4.4000000000000006e-05,6e-07
2018-01-25,38.0291633605957,38.92742371104992,37.92002799768908,38.51607251631548,36758700,-0.0046252043353384,7.000000000000001e-06,1.4e-05,-5.4000000000000005e-05,6e-07
2018-01-26,42.04195785522461,42.100722314331584,40.39654339296071,40.61481412886335,86916100,0.1003147939316195,0.000111,-6.099999999999999e-05,-5.2e-05,6e-07
2018-01-29,41.9580078125,42.68836840304062,41.445914763096674,41.638998450139695,46304000,-0.0019988120234905,-6.2e-05,-2e-06,-2.5e-05,6e-07
2018-01-30,40.95900344848633,42.0251635664003,40.9170292963085,41.538254434354414,32814600,-0.0240976535835333,-0.000106,1.4e-05,-2.1e-05,6e-07
2018-01-31,40.413330078125,41.34517099257886,39.92642414590868,41.3283806911338,41619900,-0.0134119675907277,-7.000000000000001e-06,-7.400000000000001e-05,1.1e-05,6e-07
2018-02-01,40.001983642578125,40.690370071306,39.83408381064922,40.04395779995462,28840400,-0.0102306390248159,3e-06,8e-06,5.4000000000000005e-05,6e-07
2018-02-02,38.74274063110352,40.1195135214075,38.70076327030256,39.72494938732416,28663000,-0.031985644251663,-0.000213,4e-06,-2.9e-05,6e-07
2018-02-05,37.37436676025391,39.67458428114067,37.35757645396131,38.9106429581566,47869000,-0.0359583109992724,-0.000403,7.8e-05,-5.8e-05,6e-07
2018-02-06,37.95753860473633,37.97444281649888,36.36857816469211,37.20531891412061,58145400,0.0154830411274364,0.000167,-5.2e-05,-1.8e-05,6e-07
2018-02-07,38.20265197753906,39.13236122916208,37.47578685667229,37.67863421157787,37508400,0.0064368068733228,-3.8e-05,5.3e-05,2.1e-05,6e-07
2018-02-08,36.131927490234375,38.38858667712071,36.12347699599668,38.270260412899546,43151300,-0.0557280442149163,-0.000368,8.100000000000002e-05,5.2e-05,6e-07
2018-02-09,37.14615631103516,37.42506774869504,35.53184114256192,36.76581960136371,49301100,0.027683409290556,0.000136,-5.8e-05,1.5e-05,6e-07
2018-02-12,37.889923095703125,38.16883451552948,37.26448018821756,37.31519282098078,28379500,0.0198248935815384,0.000136,-4.6e-05,-3e-05,6e-07
2018-02-13,37.57720947265625,37.84767046706044,37.40817054511629,37.68708525917963,19517600,-0.008287459778009,3.1e-05,8e-06,-2.4e-05,6e-07
2018-02-14,38.35478210449219,38.464654652127095,37.22222563329796,37.24758034057541,19922000,0.0204814807977087,0.000152,2.6e-05,4.8e-05,6e-07
2018-02-15,38.81118392944336,38.87035028815594,37.99135054014162,38.77737872694205,23536800,0.01182923432316,0.000121,-1.4e-05,-6.3e-05,6e-07
2018-02-16,38.50691986083984,39.3774659375658,38.46465771314895,38.7266681977462,21475200,-0.0078704889104214,3e-06,3.6e-05,1.6e-05,6e-07
2018-02-20,39.149261474609375,39.47888557177859,38.36323329329094,38.42239642744188,25512000,0.016543596475999,-6.2e-05,-3.6e-05,-2.4e-05,6e-07
2018-02-21,38.82808303833008,39.774699515200446,38.81117882722718,39.44507223491694,27527500,-0.0082377837967273,-4.3e-05,7.900000000000001e-05,2.3e-05,6e-07
2018-02-22,38.70975875854492,39.35210591661331,38.55762407501024,38.99712391364946,16946400,-0.0030520419163572,1e-06,5e-06,-4e-05,6e-07
2018-02-23,40.34097671508789,40.391689349196845,39.1408067251804,39.16616143016055,26040900,0.0412760117563733,0.000154,-3.8e-05,-1.5e-05,6e-07
2018-02-26,41.50734329223633,41.52424750433328,40.65369831415882,40.73821937464356,26992300,0.0285026140767676,0.000112,-5.1000000000000006e-05,-7.000000000000001e-06,6e-07
2018-02-27,42.18349075317383,43.02023142191571,41.67637734579285,41.7270867520419,43624100,0.0161585717336,-0.000125,-1.9e-05,3e-06,6e-07
2018-02-28,41.65947341918945,42.54692350022025,41.651019701991466,42.4116930423884,35541200,-0.0125001343267955,-0.000111,-4.2e-05,-3.1e-05,6e-07
2018-03-01,40.43395233154297,42.0229128944394,40.121232450129234,41.83696977482362,36326600,-0.0298589595197961,-0.0001189999999999,0.0001,-2e-06,5e-07
2018-03-02,41.39746475219727,41.45662787849847,39.69017813457318,39.89302544199772,33310600,0.0235498048152246,7e-05,0.0001169999999999,-4.9e-05,5e-07
2018-03-05,42.04825973510742,42.09051864780047,40.60298364162597,41.05093391963933,30826500,0.0155983588662149,0.000106,-3.9e-05,2.3e-05,5e-07
2018-03-06,42.859649658203125,43.38367058080981,42.386344597976326,42.3947950922737,39132300,0.0191128159622981,3.6e-05,6.8e-05,1.2e-05,5e-07
2018-03-07,43.37520599365234,43.51889015389544,42.34407184370725,42.41168867773884,31801900,0.0119571714739058,5e-06,7.8e-05,-4.4000000000000006e-05,5e-07
2018-03-08,42.88500213623047,44.01755845285094,42.65680012943211,43.77245223545842,29481200,-0.0113658231335586,3.7000000000000005e-05,-4.8e-05,-3.6e-05,5e-07
2018-03-09,44.11053085327149,44.20350240806106,43.104754411040766,43.33295643893825,32727900,0.0281763845492271,0.00017,-2.5e-05,2.8000000000000003e-05,5e-07
2018-03-12,43.544246673583984,43.90767911131544,42.68215134855693,43.831611781926334,32044400,-0.0129209627616948,-9e-06,4.699999999999999e-05,-8e-06,5e-07
