Date,Close,High,Low,Open,Volume,Daily Return,Mkt-RF,SMB,HML,RF
2020-09-21,9.859999656677246,9.960000038146973,9.859999656677246,9.899999618530272,762800,-0.0030380465539594,-0.000108,-0.000202,-0.0001899999999999,0.0
2020-09-22,9.880000114440918,9.960000038146973,9.850000381469728,9.960000038146973,1280800,0.0020263895480738,0.000102,-1.3e-05,-0.000165,0.0
2020-09-23,9.850000381469728,9.904999732971191,9.789999961853027,9.899999618530272,192600,-0.0030410294309774,-0.000248,-7.099999999999999e-05,1.8e-05,0.0
2020-09-24,9.770000457763672,9.850000381469728,9.75,9.850000381469728,605500,-0.0081549810031881,2.5e-05,-2.1e-05,3.8e-05,0.0
2020-09-25,9.8100004196167,9.850000381469728,9.770000457763672,9.770000457763672,692500,0.0040858034429544,0.000172,1.4e-05,-0.000136,0.0
2020-09-28,9.829999923706056,9.9399995803833,9.829999923706056,9.899999618530272,72300,0.0020366100460838,0.000166,7.3e-05,0.000103,0.0
2020-09-29,9.779999732971191,9.880000114440918,9.760000228881836,9.880000114440918,189600,-0.0050994696545714,-4.2e-05,7.400000000000001e-05,-0.000132,0.0
2020-09-30,9.779999732971191,9.850000381469728,9.770000457763672,9.850000381469728,546200,0.0,7.900000000000001e-05,-7.3e-05,1.5e-05,0.0
2020-10-01,9.760000228881836,9.850000381469728,9.739999771118164,9.850000381469728,1068500,-0.0020470328671578,7.900000000000001e-05,0.000104,-5.500000000000001e-05,0.0
2020-10-02,9.739999771118164,9.800000190734863,9.729999542236328,9.729999542236328,3925700,-0.0020513297207269,-9.6e-05,0.000107,0.000246,0.0
2020-10-05,9.710000038146973,9.800000190734863,9.6899995803833,9.800000190734863,3148000,-0.0030848079234206,0.0001929999999999,0.000102,-1.2e-05,0.0
2020-10-06,9.68000030517578,9.75,9.670000076293944,9.739999771118164,1902400,-0.0030943534169521,-0.000128,7.400000000000001e-05,2.6e-05,0.0
2020-10-07,9.710000038146973,9.75,9.670000076293944,9.720000267028809,1325400,0.0030943534169521,0.000184,5.3e-05,2.3e-05,0.0
2020-10-08,9.717000007629396,9.75,9.699999809265137,9.699999809265137,550300,0.0007206434106004,8e-05,2e-06,9.9e-05,0.0
2020-10-09,9.75,9.770000457763672,9.722000122070312,9.760000228881836,2401500,0.0033903553672943,9.2e-05,1e-06,-0.00014,0.0
2020-10-12,9.729999542236328,9.81999969482422,9.729999542236328,9.81999969482422,172300,-0.0020534358584693,0.000153,-8.5e-05,-5.999999999999999e-06,0.0
2020-10-13,9.699999809265137,9.850000381469728,9.670000076293944,9.850000381469728,1623900,-0.0030879833053374,-4.1e-05,1.7e-05,-0.000172,0.0
2020-10-14,9.68000030517578,9.770000457763672,9.68000030517578,9.75,2177900,-0.0020639330310401,-6.500000000000001e-05,8e-06,3e-06,0.0
2020-10-15,9.68000030517578,9.720000267028809,9.649999618530272,9.670000076293944,348000,0.0,-8e-06,9.1e-05,0.0001139999999999,0.0
2020-10-16,9.68000030517578,9.704999923706056,9.670000076293944,9.6899995803833,305000,0.0,-5.999999999999999e-06,-1.8e-05,8e-06,0.0
2020-10-19,9.68000030517578,9.729999542236328,9.677000045776367,9.710000038146973,348700,0.0,-0.000153,3.6e-05,2.9e-05,0.0
