Date,Mkt-RF,SMB,HML,RF
2018-10-22,-3.8e-05,4.7999999999999994e-05,-0.000125,8.000000000000001e-07
2018-10-23,-6.2e-05,-9e-06,-4.2e-05,8.000000000000001e-07
2018-10-24,-0.000333,-9.300000000000001e-05,7.7e-05,8.000000000000001e-07
2018-10-25,0.00019299999999999997,4.2e-05,-5.9e-05,8.000000000000001e-07
2018-10-26,-0.000165,5.7999999999999994e-05,3.6e-05,8.000000000000001e-07
2018-10-29,-7.7e-05,-3.2e-05,0.00016,8.000000000000001e-07
2018-10-30,0.000166,4.0999999999999994e-05,8e-06,8.000000000000001e-07
2018-10-31,0.00012199999999999998,-6.500000000000001e-05,-7.400000000000001e-05,8.000000000000001e-07
2018-11-01,0.000129,0.00013500000000000003,-0.00011399999999999999,8.000000000000001e-07
2018-11-02,-5.3e-05,8e-05,6.6e-05,8.000000000000001e-07
2018-11-05,4e-05,-0.00010200000000000001,0.000156,8.000000000000001e-07
2018-11-06,5.7999999999999994e-05,-1.6e-05,2.9999999999999997e-06,8.000000000000001e-07
2018-11-07,0.00021099999999999998,-3.3e-05,-0.000105,8.000000000000001e-07
2018-11-08,-2.8000000000000003e-05,-2.3999999999999997e-05,2.3999999999999997e-05,8.000000000000001e-07
2018-11-09,-0.000104,-8.6e-05,4.2e-05,8.000000000000001e-07
2018-11-12,-0.000206,2e-06,8.4e-05,8.000000000000001e-07
2018-11-13,-1.3e-05,-1.1000000000000001e-05,1.6e-05,8.000000000000001e-07
2018-11-14,-7.7e-05,2.9999999999999997e-06,-2.8999999999999997e-05,8.000000000000001e-07
2018-11-15,0.000118,3.6e-05,-4e-05,8.000000000000001e-07
2018-11-16,1.5e-05,1e-06,-5e-06,8.000000000000001e-07
2018-11-19,-0.00018799999999999996,-7.3e-05,0.00023099999999999998,8.000000000000001e-07
2018-11-20,-0.00018500000000000002,1.4000000000000001e-05,-5.4000000000000005e-05,8.000000000000001e-07
2018-11-21,5.1000000000000006e-05,9.8e-05,-3.4e-05,8.000000000000001e-07
2018-11-23,-5.500000000000001e-05,8.3e-05,-6.099999999999999e-05,8.000000000000001e-07
2018-11-26,0.00016200000000000003,-6.6e-05,-2e-05,8.000000000000001e-07
2018-11-27,1.1000000000000001e-05,-0.00010899999999999999,2.6e-05,8.000000000000001e-07
2018-11-28,0.000242,4.5e-05,-0.00011699999999999998,8.000000000000001e-07
2018-11-29,-2.2000000000000003e-05,-1.1000000000000001e-05,-9e-06,8.000000000000001e-07
2018-11-30,7.8e-05,-3.3e-05,-4.3e-05,8.000000000000001e-07
2018-12-03,0.000113,-5e-06,-8e-05,1.0999999999999998e-06
2018-12-04,-0.00034500000000000004,-9.599999999999999e-05,-2e-05,1.0999999999999998e-06
2018-12-06,-1.6e-05,1.4000000000000001e-05,-0.000105,1.0999999999999998e-06
2018-12-07,-0.000236,2e-05,0.000134,1.0999999999999998e-06
2018-12-10,1e-05,-1.1000000000000001e-05,-0.00016200000000000003,1.0999999999999998e-06
2018-12-11,-8e-06,-5e-06,-4.0999999999999994e-05,1.0999999999999998e-06
2018-12-12,6.8e-05,5.6999999999999996e-05,-1.8e-05,1.0999999999999998e-06
2018-12-13,-2.6e-05,-0.000151,-1.9e-05,1.0999999999999998e-06
2018-12-14,-0.000189,-7.000000000000001e-06,4.9e-05,1.0999999999999998e-06
2018-12-17,-0.00021400000000000002,-2.6e-05,0.00010800000000000001,1.0999999999999998e-06
2018-12-18,-2.9999999999999997e-06,2.9999999999999997e-06,-6.2e-05,1.0999999999999998e-06
2018-12-19,-0.00015800000000000002,-6.2e-05,2.9999999999999997e-06,1.0999999999999998e-06
2018-12-20,-0.00016200000000000003,-2.8000000000000003e-05,9.7e-05,1.0999999999999998e-06
2018-12-21,-0.00021700000000000002,-5.500000000000001e-05,7.7e-05,1.0999999999999998e-06
2018-12-24,-0.00025499999999999996,0.0001,-4.9e-05,1.0999999999999998e-06
2018-12-26,0.0005059999999999999,-5.999999999999999e-06,-0.000101,1.0999999999999998e-06
2018-12-27,7.8e-05,-6.6e-05,-1.3e-05,1.0999999999999998e-06
2018-12-28,-2.9999999999999997e-06,7.8e-05,2.6e-05,1.0999999999999998e-06
2018-12-31,9e-05,-9e-06,-4.6e-05,1.0999999999999998e-06
2019-01-02,2.3e-05,5.9e-05,0.00011200000000000001,1e-06
2019-01-03,-0.000245,3.6e-05,0.00012,1e-06
2019-01-04,0.00035499999999999996,4.0999999999999994e-05,-7e-05,1e-06
2019-01-07,9.399999999999998e-05,0.0001,-7.5e-05,1e-06
2019-01-08,0.000101,5.3e-05,-6.3e-05,1e-06
2019-01-09,5.6000000000000006e-05,4.5e-05,1e-05,1e-06
2019-01-10,4.2e-05,4e-06,-4.6e-05,1e-06
2019-01-11,-1e-06,1.3e-05,2.1e-05,1e-06
2019-01-14,-6e-05,-6e-05,9.399999999999998e-05,1e-06
2019-01-15,0.000106,-1e-06,-8.9e-05,1e-06
2019-01-16,2.8000000000000003e-05,4e-06,9.300000000000001e-05,1e-06
2019-01-17,7.5e-05,1.1000000000000001e-05,-2.3999999999999997e-05,1e-06
2019-01-18,0.000129,-3.6e-05,1.1999999999999999e-05,1e-06
2019-01-22,-0.000153,-4e-05,3.2e-05,1e-06
2019-01-23,1.5e-05,-3.9e-05,-1.4000000000000001e-05,1e-06
2019-01-24,2.3e-05,4.4000000000000006e-05,0.0,1e-06
2019-01-25,9e-05,4.6e-05,-3.5e-05,1e-06
2019-01-28,-8e-05,-1.6e-05,6.3e-05,1e-06
2019-01-29,-1.9e-05,-1e-06,1.7e-05,1e-06
2019-01-30,0.000151,-1.5e-05,-9.399999999999998e-05,1e-06
2019-01-31,9.2e-05,1.1999999999999999e-05,-0.00010800000000000001,1e-06
2019-02-01,1.4000000000000001e-05,-1.3e-05,4.3e-05,1e-06
2019-02-04,7.2e-05,4.9e-05,-4.6e-05,1e-06
2019-02-05,4.3e-05,-8e-06,-6e-05,1e-06
2019-02-06,-2.2000000000000003e-05,-1e-06,7.000000000000001e-06,1e-06
2019-02-07,-9.300000000000001e-05,-1.3e-05,3.9e-05,1e-06
2019-02-08,9e-06,5e-06,-6.9e-05,1e-06
2019-02-11,1.4000000000000001e-05,6.6e-05,2.3e-05,1e-06
2019-02-12,0.000136,2e-06,-1.7e-05,1e-06
2019-02-13,2.8000000000000003e-05,5.999999999999999e-06,7.000000000000001e-06,1e-06
2019-02-14,-2.1e-05,5.2e-05,-5.7999999999999994e-05,1e-06
2019-02-15,0.000113,2.5e-05,4.7999999999999994e-05,1e-06
2019-02-19,1.9e-05,2.8999999999999997e-05,2.8999999999999997e-05,1e-06
2019-02-20,1.9e-05,2.1e-05,5.4000000000000005e-05,1e-06
2019-02-21,-3.7000000000000005e-05,-7.000000000000001e-06,-2.3e-05,1e-06
2019-02-22,6.500000000000001e-05,5.500000000000001e-05,-0.00014800000000000002,1e-06
2019-02-25,1.5e-05,-2.6e-05,-1.8e-05,1e-06
2019-02-26,-1.6e-05,-6.3e-05,-3.3e-05,1e-06
2019-02-27,9e-06,1.9e-05,-1.1999999999999999e-05,1e-06
2019-02-28,-3.1e-05,2.9999999999999997e-06,-2.3999999999999997e-05,1e-06
2019-03-01,7.2e-05,2.8000000000000003e-05,-4e-05,9e-07
2019-03-04,-5.2e-05,-4.0999999999999994e-05,3.8e-05,9e-07
2019-03-05,-1.7e-05,-3.1e-05,-2.3e-05,9e-07
2019-03-06,-8.4e-05,-0.000126,4e-06,9e-07
2019-03-07,-8.199999999999999e-05,-7.000000000000001e-06,-3.3e-05,9e-07
2019-03-08,-2.2000000000000003e-05,5e-06,-1.7e-05,9e-07
2019-03-11,0.000149,3.6e-05,-5.2e-05,9e-07
2019-03-12,2.5e-05,-2.8000000000000003e-05,-8e-06,9e-07
2019-03-13,6.8e-05,-3.2e-05,7.000000000000001e-06,9e-07
2019-03-14,-1e-05,-4.0999999999999994e-05,3.1e-05,9e-07
2019-03-15,4.7999999999999994e-05,-2.5e-05,-2.5e-05,9e-07
2019-03-18,4.6e-05,1.5e-05,4.5e-05,9e-07
2019-03-19,-9e-06,-3.9e-05,-9.1e-05,9e-07
2019-03-20,-3.9e-05,1e-06,-0.000104,9e-07
2019-03-21,0.000111,3e-05,-0.00012199999999999998,9e-07
2019-03-22,-0.00021700000000000002,-0.000151,-7.000000000000001e-06,9e-07
2019-03-25,-5e-06,6.6e-05,-2.6e-05,9e-07
2019-03-26,7.6e-05,1.7e-05,4.699999999999999e-05,9e-07
2019-03-27,-5e-05,1e-05,4.9e-05,9e-07
2019-03-28,4e-05,3.4e-05,2e-06,9e-07
2019-03-29,6.6e-05,-2.2000000000000003e-05,-9.2e-05,9e-07
2019-04-01,0.00011899999999999999,-3e-05,9.9e-05,1e-06
2019-04-02,-5e-06,-1.3e-05,-4.5e-05,1e-06
2019-04-03,2.7000000000000002e-05,2.3e-05,-4e-05,1e-06
2019-04-04,1.9e-05,2.1e-05,9.300000000000001e-05,1e-06
2019-04-05,5.2e-05,5.3e-05,-7.000000000000001e-06,1e-06
2019-04-08,8e-06,-2.8999999999999997e-05,1e-05,1e-06
2019-04-09,-6.500000000000001e-05,-5.6000000000000006e-05,-1.4000000000000001e-05,1e-06
2019-04-10,4.7999999999999994e-05,9.8e-05,-1e-05,1e-06
2019-04-11,0.0,-3.1e-05,4.0999999999999994e-05,1e-06
2019-04-12,6.500000000000001e-05,-5.1000000000000006e-05,6.500000000000001e-05,1e-06
2019-04-15,-9e-06,-2.2000000000000003e-05,-5.4000000000000005e-05,1e-06
2019-04-16,1.3e-05,1.1999999999999999e-05,7e-05,1e-06
2019-04-17,-3.2e-05,-7e-05,8.4e-05,1e-06
2019-04-18,1.1000000000000001e-05,-2.5e-05,-5.1000000000000006e-05,1e-06
2019-04-22,1.1000000000000001e-05,-4.6e-05,-5.500000000000001e-05,1e-06
2019-04-23,9.7e-05,7.2e-05,-4.9e-05,1e-06
2019-04-24,-2.3e-05,2.7000000000000002e-05,-8e-06,1e-06
2019-04-25,-1.4000000000000001e-05,-7.5e-05,-1.9e-05,1e-06
2019-04-26,5.3e-05,4.4000000000000006e-05,5.999999999999999e-06,1e-06
2019-04-29,1.8e-05,8e-06,6.4e-05,1e-06
2019-04-30,-4e-06,-7e-05,2.8000000000000003e-05,1e-06
2019-05-01,-8.3e-05,-1e-05,-2.9999999999999997e-06,9e-07
2019-05-02,-1.6e-05,4.5e-05,-2.8000000000000003e-05,9e-07
2019-05-03,0.000113,9.300000000000001e-05,-2.7000000000000002e-05,9e-07
2019-05-06,-3.9e-05,6e-05,-4.0999999999999994e-05,9e-07
2019-05-07,-0.000169,-2.8000000000000003e-05,5.1000000000000006e-05,9e-07
2019-05-08,-2.2000000000000003e-05,-1.6e-05,-3.2e-05,9e-07
2019-05-09,-2.8000000000000003e-05,8e-06,1.1999999999999999e-05,9e-07
2019-05-10,3.5e-05,-3.7000000000000005e-05,8e-06,9e-07
2019-05-13,-0.000267,-7.3e-05,2.8999999999999997e-05,9e-07
2019-05-14,9.300000000000001e-05,4e-05,-2e-06,9e-07
2019-05-15,5.7999999999999994e-05,4e-06,-9.599999999999999e-05,9e-07
2019-05-16,9.1e-05,-4e-05,-3.2e-05,9e-07
2019-05-17,-7.3e-05,-8e-05,2.8999999999999997e-05,9e-07
2019-05-20,-6.500000000000001e-05,-2.3e-05,7.2e-05,9e-07
2019-05-21,9e-05,4.3e-05,-3.4e-05,9e-07
2019-05-22,-4e-05,-5.2e-05,-6e-05,9e-07
2019-05-23,-0.000137,-6.9e-05,-2.8000000000000003e-05,9e-07
2019-05-24,2.3e-05,5e-05,3e-05,9e-07
2019-05-28,-7.8e-05,2.8999999999999997e-05,-6.3e-05,9e-07
2019-05-29,-7.099999999999999e-05,-2.8999999999999997e-05,4.2e-05,9e-07
2019-05-30,1.4000000000000001e-05,-2.8000000000000003e-05,-7.7e-05,9e-07
2019-05-31,-0.000137,-2.2000000000000003e-05,-9e-06,9e-07
2019-06-03,-4e-05,3.5e-05,0.000166,9e-07
2019-06-04,0.00023300000000000003,4.2e-05,-2e-06,9e-07
2019-06-05,7e-05,-9.8e-05,-9.8e-05,9e-07
2019-06-06,5.500000000000001e-05,-0.000104,2e-06,9e-07
2019-06-07,0.000104,5e-06,-0.000121,9e-07
2019-06-10,5.3e-05,-4e-06,9e-06,9e-07
2019-06-11,-1.1999999999999999e-05,-2.6e-05,5.500000000000001e-05,9e-07
2019-06-12,-2e-05,4.0999999999999994e-05,-9.9e-05,9e-07
2019-06-13,5.2e-05,6.7e-05,-4e-06,9e-07
2019-06-14,-2.7000000000000002e-05,-7.900000000000001e-05,3.1e-05,9e-07
2019-06-17,1.5e-05,6.3e-05,-0.00011200000000000001,9e-07
2019-06-18,0.000104,1.6e-05,3.3e-05,9e-07
2019-06-19,3.2e-05,1.1000000000000001e-05,-6e-05,9e-07
2019-06-20,8.9e-05,-3.6e-05,-2.2000000000000003e-05,9e-07
2019-06-21,-2.1e-05,-4.699999999999999e-05,-2.9999999999999997e-06,9e-07
2019-06-24,-3.4e-05,-8.9e-05,8e-06,9e-07
2019-06-25,-9.8e-05,3.4e-05,7.099999999999999e-05,9e-07
2019-06-26,-5.999999999999999e-06,-5.999999999999999e-06,2.5e-05,9e-07
2019-06-27,5.9e-05,0.00014199999999999998,-9e-06,9e-07
2019-06-28,6.8e-05,6.4e-05,6.099999999999999e-05,9e-07
2019-07-01,7.5e-05,-5.4000000000000005e-05,-1.3e-05,9e-07
2019-07-02,1.4000000000000001e-05,-8e-05,-8.100000000000002e-05,9e-07
2019-07-03,7.8e-05,-4e-06,-3.3e-05,9e-07
2019-07-05,-1e-05,1.6e-05,9.1e-05,9e-07
2019-07-08,-5.7999999999999994e-05,-4.5e-05,4e-06,9e-07
2019-07-09,1.8e-05,-1.5e-05,-4.3e-05,9e-07
2019-07-10,4e-05,-1.5e-05,-3.6e-05,9e-07
2019-07-11,1.9e-05,-7.900000000000001e-05,5e-06,9e-07
2019-07-12,5.3e-05,1.8e-05,4.0999999999999994e-05,9e-07
2019-07-15,-4e-06,-3.5e-05,-0.00010700000000000001,9e-07
2019-07-16,-3.2e-05,3.5e-05,1e-05,9e-07
2019-07-17,-6.4e-05,-1.5e-05,-6.500000000000001e-05,9e-07
2019-07-18,3.5e-05,-2.8999999999999997e-05,1e-06,9e-07
2019-07-19,-5.6000000000000006e-05,1.5e-05,8.7e-05,9e-07
2019-07-22,2.5e-05,-4.4000000000000006e-05,-4.7999999999999994e-05,9e-07
2019-07-23,6.500000000000001e-05,-2.3e-05,8e-05,9e-07
2019-07-24,6.6e-05,7.5e-05,8.6e-05,9e-07
2019-07-25,-6.3e-05,-6.6e-05,-1.1999999999999999e-05,9e-07
2019-07-26,8.199999999999999e-05,3.9e-05,-1.9e-05,9e-07
2019-07-29,-3.2e-05,-3.4e-05,-4.699999999999999e-05,9e-07
2019-07-30,-1.7e-05,0.000136,8.9e-05,9e-07
2019-07-31,-0.00010899999999999999,1.1999999999999999e-05,6.099999999999999e-05,9e-07
2019-08-01,-0.000104,-4.3e-05,-0.00019099999999999998,7.000000000000001e-07
2019-08-02,-8.7e-05,-3.2e-05,5.999999999999999e-06,7.000000000000001e-07
2019-08-05,-0.000307,-1e-06,0.0,7.000000000000001e-07
2019-08-06,0.000129,-4.2e-05,-6e-05,7.000000000000001e-07
2019-08-07,7.000000000000001e-06,7.000000000000001e-06,-8.800000000000001e-05,7.000000000000001e-07
2019-08-08,0.000197,4e-06,-2.2000000000000003e-05,7.000000000000001e-07
2019-08-09,-7.8e-05,-4.3e-05,-2.2000000000000003e-05,7.000000000000001e-07
2019-08-12,-0.000132,2.8999999999999997e-05,-2.8000000000000003e-05,7.000000000000001e-07
2019-08-13,0.000147,-1.6e-05,-5.4000000000000005e-05,7.000000000000001e-07
2019-08-14,-0.000295,2.2000000000000003e-05,-5.2e-05,7.000000000000001e-07
2019-08-15,1.6e-05,-6.099999999999999e-05,-5.3e-05,7.000000000000001e-07
2019-08-16,0.000155,5.3e-05,6.099999999999999e-05,7.000000000000001e-07
2019-08-19,0.00011399999999999999,1e-06,2.2000000000000003e-05,7.000000000000001e-07
2019-08-20,-7.5e-05,3e-05,-5e-05,7.000000000000001e-07
2019-08-21,8.5e-05,5e-06,-3e-05,7.000000000000001e-07
2019-08-22,-1e-05,-5.3e-05,4.9e-05,7.000000000000001e-07
2019-08-23,-0.000266,-5.6000000000000006e-05,-1.9e-05,7.000000000000001e-07
2019-08-26,0.00010800000000000001,-2e-06,-1.7e-05,7.000000000000001e-07
