Date,Close,High,Low,Open,Volume,Daily Return,general_sentiment,ai_sentiment
2018-09-13,11.600000381469728,12.6899995803833,6.519999980926514,6.619999885559082,158346500,0.5639354964148708,-0.7096145921631863,-0.8942579254508018
2018-09-14,9.899999618530272,13.800000190734863,9.220000267028809,12.65999984741211,172473600,-0.1584704123893917,-0.7096145921631863,-0.8942579254508018
2018-09-17,8.5,9.75,8.5,9.609999656677246,56323900,-0.152468555111977,-0.7096145921631863,-0.8942579254508018
2018-09-18,7.679999828338623,9.100000381469728,7.670000076293945,8.729999542236328,41827600,-0.101446638688432,-0.7096145921631863,-0.8942579254508018
2018-09-19,8.5,9.149999618530272,7.539999961853027,7.880000114440918,48306500,0.101446638688432,-0.7096145921631863,-0.8942579254508018
2018-09-20,8.779999732971191,9.470000267028809,8.420000076293945,9.06999969482422,40275000,0.03241021373745,-0.7096145921631863,-0.8942579254508018
2018-09-21,8.59000015258789,9.06999969482422,8.5,9.050000190734863,15118500,-0.0218776234741239,-0.7096145921631863,-0.8942579254508018
2018-09-24,7.869999885559082,8.390000343322754,7.849999904632568,8.319999694824219,16297900,-0.0875407058716979,-0.7096145921631863,-0.8942579254508018
2018-09-25,7.579999923706055,8.1899995803833,7.5,8.0600004196167,18909300,-0.0375448582987831,-0.7096145921631863,-0.8942579254508018
2018-09-26,7.5,7.760000228881836,7.5,7.590000152587891,11088300,-0.0106101690468511,-0.7096145921631863,-0.8942579254508018
2018-09-27,7.010000228881836,7.550000190734863,7.010000228881836,7.550000190734863,16815600,-0.0675652868450053,-0.7096145921631863,-0.8942579254508018
2018-09-28,6.980000019073486,7.28000020980835,6.679999828338623,6.96999979019165,21813600,-0.0042888141903871,-0.7096145921631863,-0.8942579254508018
2018-10-01,6.599999904632568,7.079999923706055,6.599999904632568,7.059999942779541,16429100,-0.0559792849241033,-0.7096145921631863,-0.8942579254508018
2018-10-02,5.929999828338623,6.599999904632568,5.869999885559082,6.599999904632568,19440000,-0.1070454505210909,-0.7096145921631863,-0.8942579254508018
2018-10-03,6.300000190734863,6.550000190734863,6.119999885559082,6.119999885559082,13251200,0.0605254796111836,-0.7096145921631863,-0.8942579254508018
2018-10-04,6.25,6.25,6.0,6.190000057220459,11896600,-0.0079681999245515,-0.7096145921631863,-0.8942579254508018
2018-10-05,6.260000228881836,6.289999961853027,6.03000020980835,6.199999809265137,8378300,0.0015987579262899,-0.7096145921631863,-0.8942579254508018
2018-10-08,6.039999961853027,6.179999828338623,5.949999809265137,6.070000171661377,11508800,-0.0357762160436004,-0.7096145921631863,-0.8942579254508018
2018-10-09,7.389999866485596,7.400000095367432,6.099999904632568,6.190000057220459,38464400,0.2017237112622088,-0.7096145921631863,-0.8942579254508018
2018-10-10,7.75,8.350000381469727,7.389999866485596,8.100000381469727,74971100,0.0475651264720472,-0.7096145921631863,-0.8942579254508018
2018-10-11,7.179999828338623,7.550000190734863,6.920000076293945,7.440000057220459,22730000,-0.0763934842133929,-0.7096145921631863,-0.8942579254508018
2018-10-12,7.460000038146973,7.75,7.28000020980835,7.460000038146973,14545400,0.0382560601773419,-0.7096145921631863,-0.8942579254508018
2018-10-15,7.820000171661377,8.300000190734863,7.699999809265137,7.860000133514404,26781700,0.0471291571795976,-0.7096145921631863,-0.8942579254508018
2018-10-16,8.039999961853027,8.199999809265137,7.829999923706055,8.0600004196167,17490500,0.0277445019374243,-0.7096145921631863,-0.8942579254508018
2018-10-17,7.769999980926514,8.15999984741211,7.730000019073486,8.119999885559082,11705300,-0.0341589165214307,-0.7096145921631863,-0.8942579254508018
2018-10-18,7.5,7.670000076293945,7.260000228881836,7.599999904632568,11906000,-0.0353671413825311,-0.7096145921631863,-0.8942579254508018
2018-10-19,7.320000171661377,7.75,7.21999979019165,7.590000152587891,7336200,-0.0242926691180371,-0.7096145921631863,-0.8942579254508018
2018-10-22,7.03000020980835,7.690000057220459,7.0,7.679999828338623,12758500,-0.0404236157569391,-0.7096145921631863,-0.8942579254508018
2018-10-23,6.809999942779541,6.889999866485596,6.449999809265137,6.739999771118164,14901700,-0.0317946239082844,-0.7096145921631863,-0.8942579254508018
2018-10-24,6.170000076293945,6.849999904632568,6.130000114440918,6.849999904632568,14789900,-0.0986932614764004,-0.7096145921631863,-0.8942579254508018
2018-10-25,6.449999809265137,6.570000171661377,6.25,6.269999980926514,9188700,0.0443812509537804,-0.7096145921631863,-0.8942579254508018
2018-10-26,6.349999904632568,6.510000228881836,6.179999828338623,6.210000038146973,9459000,-0.0156253033502771,-0.7096145921631863,-0.8942579254508018
2018-10-29,6.190000057220459,6.789999961853027,6.050000190734863,6.53000020980835,16027600,-0.0255197019455863,-0.7096145921631863,-0.8942579254508018
2018-10-30,5.949999809265137,6.21999979019165,5.619999885559082,6.199999809265137,21823900,-0.0395439084392623,-0.7096145921631863,-0.8942579254508018
2018-10-31,5.900000095367432,6.25,5.900000095367432,6.079999923706055,15213400,-0.0084388204256131,-0.7096145921631863,-0.8942579254508018
2018-11-01,6.619999885559082,6.78000020980835,5.960000038146973,6.0,24330900,0.1151429855861238,-0.7096145921631863,-0.8942579254508018
2018-11-02,6.489999771118164,6.840000152587891,6.269999980926514,6.840000152587891,17988800,-0.0198328572126177,-0.7096145921631863,-0.8942579254508018
2018-11-05,6.679999828338623,6.71999979019165,6.25,6.519999980926514,13188700,0.0288554664015919,-0.7096145921631863,-0.8942579254508018
2018-11-06,6.400000095367432,7.320000171661377,6.400000095367432,7.21999979019165,49855800,-0.0428199565839558,-0.7096145921631863,-0.8942579254508018
2018-11-07,6.739999771118164,6.880000114440918,6.150000095367432,6.420000076293945,23761800,0.0517618856986984,-0.7096145921631863,-0.8942579254508018
2018-11-08,6.690000057220459,7.099999904632568,6.46999979019165,6.489999771118164,20510700,-0.0074460082722158,-0.7096145921631863,-0.8942579254508018
2018-11-09,6.769999980926514,6.929999828338623,6.519999980926514,6.590000152587891,12789800,0.0118872014135597,-0.7096145921631863,-0.8942579254508018
2018-11-12,6.650000095367432,6.929999828338623,6.559999942779541,6.71999979019165,12709100,-0.0178842150980998,-0.7096145921631863,-0.8942579254508018
2018-11-13,6.78000020980835,6.900000095367432,6.579999923706055,6.690000057220459,15374100,0.0193602638887581,-0.7096145921631863,-0.8942579254508018
2018-11-14,7.099999904632568,7.449999809265137,6.800000190734863,6.800000190734863,29585100,0.046117637717749,-0.7096145921631863,-0.8942579254508018
2018-11-15,7.340000152587891,7.489999771118164,7.110000133514404,7.150000095367432,17904000,0.033244092799728,-0.7096145921631863,-0.8942579254508018
2018-11-16,7.190000057220459,7.650000095367432,7.159999847412109,7.400000095367432,14972500,-0.0206476837236704,-0.7096145921631863,-0.8942579254508018
2018-11-19,7.840000152587891,8.210000038146973,7.28000020980835,7.380000114440918,49171800,0.0865476741337629,-0.7096145921631863,-0.8942579254508018
