Date,Close,High,Low,Open,Volume,Daily Return,Mkt-RF,SMB,HML,RF
2020-09-17,227.5399932861328,241.5,215.2400054931641,230.75999450683597,11907500,-0.1097325920365909,-8.5e-05,3.6e-05,2e-05,0.0
2020-09-18,240.0,249.0,218.58999633789065,235.0,7475400,0.0533129057367374,-8.800000000000001e-05,8e-05,-2.1e-05,0.0
2020-09-21,228.8500061035156,241.5,218.6000061035156,230.0,5524900,-0.0475721295719642,-0.000108,-0.000202,-0.0001899999999999,0.0
2020-09-22,235.16000366210935,239.0,225.1499938964844,238.5,3889100,0.0271993553368684,0.000102,-1.3e-05,-0.000165,0.0
2020-09-23,217.38999938964844,254.8000030517578,213.0,243.5,5851900,-0.0785731764454418,-0.000248,-7.099999999999999e-05,1.8e-05,0.0
2020-09-24,226.7400054931641,230.9499969482422,208.5500030517578,213.50999450683597,4822000,0.042111038154708,2.5e-05,-2.1e-05,3.8e-05,0.0
2020-09-25,229.0,236.25999450683597,227.8999938964844,228.1199951171875,1985500,0.0099179927380781,0.000172,1.4e-05,-0.000136,0.0
2020-09-28,250.41000366210935,253.0,235.92999267578125,235.92999267578125,4241900,0.0893775856009686,0.000166,7.3e-05,0.000103,0.0
2020-09-29,259.1300048828125,259.70001220703125,246.02999877929688,255.0,5290600,0.0342302959643806,-4.2e-05,7.400000000000001e-05,-0.000132,0.0
2020-09-30,251.0,278.260009765625,243.0500030517578,261.5,5418900,-0.0318769459878051,7.900000000000001e-05,-7.3e-05,1.5e-05,0.0
2020-10-01,243.4600067138672,255.91000366210935,238.0,255.25,3977400,-0.030500253573454,7.900000000000001e-05,0.000104,-5.500000000000001e-05,0.0
2020-10-02,227.1000061035156,243.1199951171875,227.0,232.44000244140625,2726200,-0.0695622095709229,-9.6e-05,0.000107,0.000246,0.0
2020-10-05,240.0,243.42999267578125,231.2010040283203,231.97000122070312,2362100,0.0552484473545843,0.0001929999999999,0.000102,-1.2e-05,0.0
2020-10-06,245.1000061035156,247.9900054931641,239.0,244.17999267578125,1572800,0.0210273920942197,-0.000128,7.400000000000001e-05,2.6e-05,0.0
2020-10-07,246.0,252.3600006103516,245.2899932861328,245.5,1682800,0.0036652204961516,0.000184,5.3e-05,2.3e-05,0.0
2020-10-08,240.19000244140625,250.0,239.9900054931641,250.0,1343800,-0.0239012489619906,8e-05,2e-06,9.9e-05,0.0
2020-10-09,238.0,243.69500732421875,235.47000122070312,242.0,1728000,-0.0091596132988973,9.2e-05,1e-06,-0.00014,0.0
2020-10-12,243.97000122070312,251.5,243.0,250.32000732421875,3138900,0.0247745982464801,0.000153,-8.5e-05,-5.999999999999999e-06,0.0
2020-10-13,249.6100006103516,250.5,245.2700042724609,247.0,1462400,0.0228544303225577,-4.1e-05,1.7e-05,-0.000172,0.0
2020-10-14,243.17999267578125,252.0,239.0,251.9900054931641,1707500,-0.0260978224907488,-6.500000000000001e-05,8e-06,3e-06,0.0
2020-10-15,241.0,241.35499572753903,231.4600067138672,236.02999877929688,1843600,-0.0090049462591088,-8e-06,9.1e-05,0.0001139999999999,0.0
2020-10-16,242.5200042724609,245.9900054931641,241.58999633789065,242.0,1016000,0.0062872653298175,-5.999999999999999e-06,-1.8e-05,8e-06,0.0
2020-10-19,246.77999877929688,249.8600006103516,243.0,245.0,1535100,0.0174130477033915,-0.000153,3.6e-05,2.9e-05,0.0
2020-10-20,251.7700042724609,252.5,243.3000030517578,247.0,1734300,0.0200187427817575,3.4e-05,-2.3e-05,0.000124,0.0
2020-10-21,270.6099853515625,271.2900085449219,250.3500061035156,251.6499938964844,3359500,0.0721626265320763,-3.6e-05,-4.699999999999999e-05,4e-05,0.0
2020-10-22,297.0899963378906,301.0,263.0,269.010009765625,5192800,0.0933564950370238,6.7e-05,5.9e-05,0.000103,0.0
2020-10-23,265.04998779296875,294.0,262.239990234375,290.3399963378906,5619300,-0.1141166694964867,3.8e-05,4e-05,3e-06,0.0
2020-10-26,251.38999938964844,271.0,244.6300048828125,266.07000732421875,4040100,-0.0529129256885451,-0.000185,-3e-05,-3.7000000000000005e-05,0.0
2020-10-27,266.7699890136719,273.0,253.9900054931641,254.88999938964844,3492900,0.0593813070686193,-2.3e-05,-1e-05,-0.000229,0.0
2020-10-28,272.44000244140625,272.5299987792969,254.00999450683597,258.5,2094300,0.0210315925760705,-0.000341,0.0,5.9e-05,0.0
2020-10-29,265.8800048828125,276.2200012207031,264.1600036621094,273.79998779296875,1146900,-0.0243733177962759,0.000113,1.7e-05,2.5e-05,0.0
2020-10-30,250.0200042724609,262.6300048828125,241.5,261.0299987792969,2397600,-0.0615041657872101,-0.000145,-8e-05,0.000185,0.0
2020-11-02,252.22999572753903,260.82501220703125,247.0,254.1000061035156,1301000,0.0088004209785396,0.0001169999999999,5.3e-05,9.9e-05,0.0
2020-11-03,262.1300048828125,264.5400085449219,254.0500030517578,256.0,1376400,0.038499229807034,0.0001929999999999,0.000101,-1.8e-05,0.0
2020-11-04,263.9100036621094,274.8699951171875,262.20001220703125,270.7900085449219,1394700,0.0067675672725822,0.000225,-0.000153,-0.0004969999999999,0.0
2020-11-05,263.2099914550781,271.69000244140625,258.8999938964844,271.4800109863281,1272500,-0.0026559896229414,0.000213,0.0001,5.1000000000000006e-05,0.0
2020-11-06,265.0,270.0,259.20001220703125,263.44000244140625,986800,0.0067776658001138,1e-06,-8.9e-05,-9.1e-05,0.0
