Date,Close,High,Low,Open,Volume,Daily Return
2018-01-03,41.95029067993164,41.95029067993164,41.95029067993164,41.95029067993164,0,0.0
2018-01-04,41.95029067993164,41.95029067993164,41.95029067993164,41.95029067993164,0,0.0
2018-01-05,39.44649887084961,41.09994493130439,39.44649887084961,41.09994493130439,500,-0.0615400672564312
2018-01-08,39.44649887084961,39.44649887084961,39.44649887084961,39.44649887084961,0,0.0
2018-01-09,39.44649887084961,39.44649887084961,39.44649887084961,39.44649887084961,3000,0.0
2018-01-10,40.155120849609375,41.09994722254136,40.155120849609375,41.09994722254136,600,0.0178046803814382
2018-01-11,40.155120849609375,40.155120849609375,40.155120849609375,40.155120849609375,1900,0.0
2018-01-12,40.155120849609375,40.155120849609375,40.155120849609375,40.155120849609375,0,0.0
2018-01-16,40.155120849609375,40.155120849609375,40.155120849609375,40.155120849609375,0,0.0
2018-01-17,41.383392333984375,42.51718464537293,41.383392333984375,42.51718464537293,4600,0.0301296737814898
2018-01-18,41.383392333984375,41.383392333984375,41.383392333984375,41.383392333984375,0,0.0
2018-01-19,41.383392333984375,41.383392333984375,41.383392333984375,41.383392333984375,0,0.0
2018-01-22,42.75339126586914,42.75339126586914,42.51718468428975,42.51718468428975,4100,0.0325688710975636
2018-01-23,42.75339126586914,42.75339126586914,42.75339126586914,42.75339126586914,0,0.0
2018-01-24,42.75339126586914,42.75339126586914,42.75339126586914,42.75339126586914,0,0.0
2018-01-25,42.75339126586914,42.75339126586914,42.75339126586914,42.75339126586914,0,0.0
2018-01-26,42.75339126586914,42.75339126586914,42.75339126586914,42.75339126586914,700,0.0
2018-01-29,42.75339126586914,42.75339126586914,42.75339126586914,42.75339126586914,0,0.0
2018-01-30,39.21029281616211,40.66532623387258,39.21029281616211,40.66532623387258,9600,-0.086509235921735
2018-01-31,44.87925338745117,44.87925338745117,44.87925338745117,44.87925338745117,600,0.1350363411527518
2018-02-01,44.87925338745117,44.87925338745117,44.87925338745117,44.87925338745117,0,0.0
2018-02-02,44.87925338745117,44.87925338745117,44.87925338745117,44.87925338745117,0,0.0
2018-02-05,40.155120849609375,40.155120849609375,40.155120849609375,40.155120849609375,200,-0.11122565011007
2018-02-06,39.77718734741211,39.77718734741211,39.77718734741211,39.77718734741211,200,-0.00945640948118
2018-02-07,39.21029281616211,39.21029281616211,38.92684563713152,38.92684563713152,300,-0.0143542815615017
2018-02-08,39.64491271972656,39.64491271972656,39.2575340609942,39.2575340609942,9700,0.0110233510050517
2018-02-09,39.64491271972656,39.64491271972656,39.64491271972656,39.64491271972656,1300,0.0
2018-02-12,38.26546859741211,38.26546859741211,38.26546859741211,38.26546859741211,600,-0.0354147488791459
2018-02-13,39.21029281616211,39.21029281616211,39.21029281616211,39.21029281616211,300,0.0243913978740942
2018-02-14,39.21029281616211,39.21029281616211,39.21029281616211,39.21029281616211,0,0.0
2018-02-15,39.21029281616211,39.21029281616211,39.21029281616211,39.21029281616211,600,0.0
2018-02-16,39.21029281616211,39.21029281616211,39.21029281616211,39.21029281616211,0,0.0
