portfolio_id,portfolio_name,description,tickers,avg_ai_sentiment,avg_general_sentiment,avg_combined_sentiment
1,Portfolio 1,High Positive AI Sentiment,"['HYLN', 'HBAN', 'ZION', 'TFC', 'PNC', 'TSM', 'BAC', 'ALLY', 'STT', 'MS', 'BK', 'AXP', 'TD', 'FITB', 'USB', 'JPM', 'KEY', 'MTB', 'RF', 'SCHW', 'C', 'FHN', 'GNZUF', 'SNAP', 'NET', 'SHOP', 'CRM', 'RY', 'AVGO']",-0.6261193138671186,-0.7323560963785292,-0.6792377051228239
2,Portfolio 2,Neutral AI Sentiment,"['NVDA', 'NOW', 'INTC', 'HRB', 'AMZN', 'DOCU', 'AAPL', 'TSLA', 'SNOW', 'DDOG', 'MSFT', 'HSBC', 'IBM', 'TXN', 'META', 'LYFT', 'NBHC', 'MMTOF', 'GM', 'LCID', 'AMD', 'ORCL', 'HYMTF', 'LI', 'CSCO', 'QCOM', 'WFC', 'F', 'GS']",-0.8439712059256802,-0.820171200811925,-0.8320712033688028
3,Portfolio 3,Negative/Low AI Sentiment,"['CFG', 'SAN', 'RIVN', 'SYF', 'MU', 'ADBE', 'NIO', 'UBER', 'NTRS', 'GOOG', 'MBGYY', 'GOOGL', 'BYDDY', 'NSANY', 'BAMXF', 'TATAMOTORS.NS', 'COF', 'AMAT', 'XPEV', 'STLA', 'KIMTF', 'VWAGY', 'RNLSY', 'POAHY', 'SAIC', 'GELYF', 'MAHMF', 'PSNY', 'GWLLY', 'NKLA']",-0.939744491706841,-0.900026684134782,-0.9198855879208115
